Date,Time,UpTick,UpVolume,DownTick,DownVolume,UnchVolume,Open,High,Low,Close,Volume,OI,QryIndex
20220704,0254,174,317,112,181,0,14132,14142,14129,14141,498,,129
20220704,0255,58,131,86,161,0,14140,14140,14125,14135,292,,130
20220704,0256,80,122,86,134,0,14133,14141,14121,14128,256,,131
20220704,0257,65,109,67,96,0,14128,14141,14124,14141,205,,132
20220704,0258,304,612,204,361,0,14142,14167,14139,14157,973,,133
20220704,0259,156,258,119,211,0,14156,14172,14149,14170,469,,134
20220704,0300,178,430,117,211,0,14168,14182,14165,14173,641,,135
20220704,0301,102,199,120,185,0,14173,14178,14163,14175,384,,136
20220704,0302,122,242,106,171,0,14175,14188,14171,14171,413,,137
20220704,0303,80,131,96,191,0,14172,14173,14161,14172,322,,138
20220704,0304,227,591,119,209,0,14172,14196,14170,14190,800,,139
20220704,0305,168,345,116,207,0,14189,14203,14183,14194,552,,140
20220704,0306,85,132,107,211,0,14195,14198,14178,14178,343,,141
20220704,0307,56,131,110,233,0,14178,14179,14165,14168,364,,142
20220704,0308,65,152,59,119,0,14167,14172,14164,14164,271,,143
20220704,0309,47,77,44,80,0,14164,14170,14161,14170,157,,144
20220704,0310,38,55,51,84,0,14168,14172,14158,14160,139,,145
20220704,0311,74,155,70,135,0,14157,14168,14155,14162,290,,146
20220704,0312,59,107,37,69,0,14162,14175,14159,14168,176,,147
20220704,0313,18,28,33,67,0,14168,14168,14159,14165,95,,148
20220704,0314,32,39,40,54,0,14169,14172,14162,14167,93,,149
20220704,0315,133,232,71,107,0,14168,14184,14168,14183,339,,150
20220704,0316,102,177,80,128,0,14181,14184,14170,14184,305,,151
20220704,0317,58,117,71,114,0,14184,14193,14169,14171,231,,152
20220704,0318,47,75,94,220,0,14171,14173,14160,14165,295,,153
20220704,0319,62,104,66,139,0,14166,14169,14155,14161,243,,154
20220704,0320,50,99,31,44,0,14162,14172,14159,14171,143,,155
20220704,0321,36,66,52,96,0,14171,14177,14159,14161,162,,156
20220704,0322,52,80,161,406,0,14161,14162,14141,14144,486,,157
20220704,0323,50,99,59,93,0,14145,14148,14140,14145,192,,158
20220704,0324,53,77,86,206,0,14145,14145,14134,14134,283,,159
20220704,0325,49,74,50,71,0,14135,14144,14133,14137,145,,160
20220704,0326,58,88,79,130,0,14136,14142,14130,14132,218,,161
20220704,0327,54,110,35,51,0,14134,14146,14133,14140,161,,162
20220704,0328,50,121,32,46,0,14141,14151,14141,14148,167,,163
20220704,0329,157,287,80,113,0,14152,14174,14152,14171,400,,164
20220704,0330,47,87,52,126,0,14172,14173,14164,14167,213,,165
20220704,0331,29,54,82,141,0,14166,14166,14149,14154,195,,166
20220704,0332,23,30,32,54,0,14152,14154,14145,14149,84,,167
20220704,0333,56,73,77,153,0,14146,14154,14139,14141,226,,168
20220704,0334,27,46,27,90,0,14141,14147,14138,14145,136,,169
20220704,0335,28,61,21,27,0,14145,14153,14144,14148,88,,170
20220704,0336,14,22,32,54,0,14147,14147,14139,14142,76,,171
20220704,0337,68,114,20,33,0,14144,14158,14144,14155,147,,172
20220704,0338,43,74,34,57,0,14155,14161,14151,14151,131,,173
20220704,0339,41,112,79,173,0,14150,14150,14137,14141,285,,174
20220704,0340,39,55,24,70,0,14141,14149,14139,14142,125,,175
20220704,0341,17,36,29,64,0,14142,14143,14139,14141,100,,176
20220704,0342,38,84,50,129,0,14141,14145,14133,14139,213,,177
20220704,0343,27,49,18,51,0,14139,14142,14136,14139,100,,178
20220704,0344,26,52,25,42,0,14140,14146,14139,14140,94,,179
20220704,0345,36,47,76,164,0,14138,14138,14128,14129,211,,180
20220704,0346,95,178,87,121,0,14128,14148,14126,14142,299,,181
20220704,0347,27,42,41,86,0,14142,14142,14130,14140,128,,182
20220704,0348,31,49,46,87,0,14138,14141,14129,14131,136,,183
20220704,0349,40,68,63,128,0,14130,14134,14124,14126,196,,184
20220704,0350,44,85,69,140,0,14127,14129,14116,14122,225,,185
20220704,0351,43,99,32,53,0,14119,14130,14117,14127,152,,186
20220704,0352,57,115,49,83,0,14129,14137,14127,14133,198,,187
20220704,0353,19,25,38,82,0,14131,14131,14123,14126,107,,188
20220704,0354,25,37,37,65,0,14126,14128,14121,14125,102,,189
20220704,0355,26,42,43,89,0,14124,14130,14119,14119,131,,190
20220704,0356,31,60,45,66,0,14119,14123,14115,14119,126,,191
20220704,0357,40,84,77,166,0,14120,14120,14107,14113,250,,192
20220704,0358,59,104,74,189,0,14114,14114,14102,14103,293,,193
20220704,0359,65,140,38,84,0,14104,14113,14102,14113,224,,194
20220704,0400,47,102,59,103,0,14113,14116,14106,14107,205,,195
20220704,0401,68,97,71,130,0,14107,14116,14102,14112,227,,196
20220704,0402,50,110,72,140,0,14113,14113,14100,14107,250,,197
20220704,0403,46,78,91,232,0,14107,14114,14096,14096,310,,198
20220704,0404,60,135,76,159,0,14097,14100,14091,14094,294,,199
20220704,0405,81,152,103,253,0,14095,14096,14084,14086,405,,200
20220704,0406,109,212,61,135,0,14088,14110,14088,14107,347,,201
20220704,0407,71,98,51,154,0,14107,14110,14100,14108,252,,202
20220704,0408,83,144,90,199,0,14108,14118,14094,14098,343,,203
20220704,0409,47,76,38,75,0,14097,14108,14094,14107,151,,204
20220704,0410,37,68,49,90,0,14108,14112,14101,14104,158,,205
20220704,0411,44,84,29,49,0,14103,14112,14101,14112,133,,206
20220704,0412,28,40,52,106,0,14110,14111,14098,14099,146,,207
20220704,0413,34,58,40,82,0,14100,14103,14096,14097,140,,208
20220704,0414,22,33,24,56,0,14098,14106,14098,14100,89,,209
20220704,0415,18,32,35,52,0,14100,14107,14099,14104,84,,210
20220704,0416,42,90,54,106,0,14103,14112,14101,14101,196,,211
20220704,0417,28,41,47,126,0,14102,14102,14092,14093,167,,212
20220704,0418,73,112,102,197,0,14092,14093,14082,14089,309,,213
20220704,0419,41,82,33,67,0,14087,14094,14085,14086,149,,214
20220704,0420,48,79,73,174,0,14085,14086,14080,14085,253,,215
20220704,0421,72,116,107,281,0,14086,14086,14072,14077,397,,216
20220704,0422,63,118,42,70,0,14077,14088,14076,14088,188,,217
20220704,0423,14,14,41,57,0,14088,14088,14079,14079,71,,218
20220704,0424,40,67,39,101,0,14078,14083,14072,14080,168,,219
20220704,0425,55,93,59,89,0,14082,14091,14075,14077,182,,220
20220704,0426,134,222,84,141,0,14076,14098,14075,14090,363,,221
20220704,0427,35,65,30,60,0,14088,14094,14085,14087,125,,222
20220704,0428,29,46,36,67,0,14087,14087,14078,14082,113,,223
20220704,0429,41,92,29,33,0,14083,14095,14081,14094,125,,224
20220704,0430,13,20,41,79,0,14092,14092,14083,14085,99,,225
20220704,0431,52,117,63,123,0,14083,14096,14081,14084,240,,226
20220704,0432,34,69,54,125,0,14084,14084,14077,14078,194,,227
20220704,0433,42,58,57,125,0,14078,14083,14074,14079,183,,228
20220704,0434,27,43,16,25,0,14080,14083,14075,14082,68,,229
20220704,0435,207,328,414,934,0,14082,14085,14047,14050,1262,,230
20220704,0436,186,394,234,407,0,14050,14062,14046,14048,801,,231
20220704,0437,93,202,116,206,0,14050,14058,14048,14049,408,,232
20220704,0438,172,392,272,596,0,14049,14051,14031,14032,988,,233
20220704,0439,128,256,148,292,0,14032,14042,14030,14035,548,,234
20220704,0440,116,226,179,252,0,14035,14035,14025,14027,478,,235
20220704,0441,173,330,98,140,0,14026,14058,14025,14057,470,,236
20220704,0442,152,338,141,298,0,14058,14067,14053,14053,636,,237
20220704,0443,58,98,69,112,0,14052,14063,14051,14054,210,,238
20220704,0444,52,74,76,128,0,14054,14056,14048,14054,202,,239
20220704,0445,187,501,132,224,0,14054,14083,14050,14063,725,,240
20220704,0446,112,200,87,135,0,14062,14079,14062,14071,335,,241
20220704,0447,31,46,40,75,0,14072,14075,14066,14067,121,,242
20220704,0448,25,47,67,126,0,14066,14070,14056,14060,173,,243
20220704,0449,60,89,82,139,0,14059,14059,14048,14056,228,,244
20220704,0450,59,100,50,87,0,14055,14068,14052,14058,187,,245
20220704,0451,151,297,77,96,0,14058,14085,14058,14085,393,,246
20220704,0452,96,163,96,221,0,14085,14089,14070,14071,384,,247
20220704,0453,79,193,50,96,0,14073,14086,14072,14084,289,,248
20220704,0454,189,552,133,244,0,14083,14105,14080,14100,796,,249
20220704,0455,103,194,85,197,0,14100,14108,14093,14106,391,,250
20220704,0456,301,636,179,292,0,14105,14131,14103,14124,928,,251
20220704,0457,167,411,130,227,0,14126,14135,14120,14131,638,,252
20220704,0458,189,381,133,243,0,14130,14144,14129,14141,624,,253
20220704,0459,83,139,157,303,0,14140,14143,14123,14128,442,,254
20220704,0500,62,115,101,203,0,14126,14127,14112,14115,318,,255
20220704,0501,73,117,124,253,0,14115,14120,14106,14109,370,,256
20220704,0502,90,178,90,164,0,14110,14113,14098,14109,342,,257
20220704,0503,139,269,68,109,0,14109,14133,14103,14132,378,,258
20220704,0504,134,280,133,199,0,14133,14141,14126,14133,479,,259
20220704,0505,61,85,89,177,0,14132,14133,14117,14118,262,,260
20220704,0506,80,152,62,157,0,14117,14126,14108,14126,309,,261
20220704,0507,57,96,51,93,0,14126,14133,14116,14118,189,,262
20220704,0508,53,94,45,87,0,14117,14121,14110,14121,181,,263
20220704,0509,43,137,113,241,0,14122,14124,14093,14097,378,,264
20220704,0510,72,122,87,153,0,14098,14099,14090,14095,275,,265
20220704,0511,37,54,42,58,0,14095,14097,14091,14091,112,,266
20220704,0512,49,82,27,47,0,14091,14099,14090,14099,129,,267
20220704,0513,56,115,42,83,0,14099,14107,14097,14097,198,,268
20220704,0514,72,106,81,217,0,14097,14097,14084,14086,323,,269
20220704,0515,90,205,81,134,0,14086,14091,14081,14088,339,,270
20220704,0516,88,148,90,164,0,14089,14097,14085,14087,312,,271
20220704,0517,43,62,26,37,0,14087,14098,14087,14097,99,,272
20220704,0518,67,161,53,84,0,14098,14107,14097,14100,245,,273
20220704,0519,91,171,48,85,0,14101,14117,14098,14113,256,,274
20220704,0520,88,196,82,177,0,14114,14119,14102,14105,373,,275
20220704,0521,64,143,67,118,0,14108,14122,14106,14112,261,,276
20220704,0522,68,142,51,62,0,14112,14123,14112,14119,204,,277
20220704,0523,31,43,42,98,0,14119,14119,14110,14114,141,,278
20220704,0524,42,53,50,120,0,14114,14116,14104,14104,173,,279
20220704,0525,34,41,26,34,0,14105,14112,14104,14111,75,,280
20220704,0526,64,149,79,134,0,14111,14120,14104,14107,283,,281
20220704,0527,48,90,88,294,0,14108,14108,14097,14097,384,,282
20220704,0528,47,81,46,120,0,14097,14101,14094,14096,201,,283
20220704,0529,81,177,56,99,0,14097,14108,14096,14097,276,,284
20220704,0530,105,259,70,142,0,14098,14115,14098,14110,401,,285
20220704,0531,113,289,129,310,0,14110,14116,14102,14109,599,,286
20220704,0532,57,116,40,67,0,14108,14116,14105,14115,183,,287
20220704,0533,97,305,88,203,0,14114,14124,14114,14115,508,,288
20220704,0534,93,234,58,103,0,14115,14130,14115,14129,337,,289
20220704,0535,93,251,84,173,0,14130,14131,14125,14127,424,,290
20220704,0536,128,313,106,189,0,14127,14138,14126,14133,502,,291
20220704,0537,233,763,101,185,0,14134,14155,14133,14155,948,,292
20220704,0538,190,449,144,328,0,14155,14161,14148,14156,777,,293
20220704,0539,135,291,105,213,0,14158,14163,14155,14157,504,,294
20220704,0540,102,218,77,125,0,14156,14162,14155,14162,343,,295
20220704,0541,128,248,134,266,0,14161,14162,14154,14157,514,,296
20220704,0542,108,251,89,192,0,14157,14160,14155,14159,443,,297
20220704,0543,111,252,93,201,0,14159,14161,14155,14157,453,,298
20220704,0544,121,285,143,490,0,14156,14159,14149,14151,775,,299
20220704,0545,327,662,449,521,0,14151,14155,14148,14152,1183,,300
20220704,0701,156,355,121,181,0,14160,14177,14156,14171,536,,301
20220704,0702,84,136,57,92,0,14171,14181,14167,14168,228,,302
20220704,0703,43,65,35,70,0,14169,14170,14160,14164,135,,303
20220704,0704,29,39,38,130,0,14164,14169,14148,14150,169,,304
20220704,0705,46,121,30,53,0,14150,14157,14145,14154,174,,305
20220704,0706,29,49,31,52,0,14155,14160,14151,14158,101,,306
20220704,0707,27,77,18,30,0,14160,14166,14159,14164,107,,307
20220704,0708,26,54,20,42,0,14164,14168,14163,14165,96,,308
20220704,0709,15,20,18,51,0,14164,14165,14159,14163,71,,309
20220704,0710,13,37,32,97,0,14164,14165,14152,14154,134,,310
20220704,0711,26,42,24,32,0,14153,14167,14153,14154,74,,311
20220704,0712,31,74,48,168,0,14155,14157,14149,14149,242,,312
20220704,0713,16,29,37,99,0,14151,14153,14146,14146,128,,313
20220704,0714,9,14,9,19,0,14147,14149,14146,14147,33,,314
20220704,0715,28,76,38,129,0,14148,14148,14137,14140,205,,315
20220704,0716,13,20,35,73,0,14139,14139,14133,14135,93,,316
20220704,0717,24,35,16,38,0,14136,14144,14135,14138,73,,317
20220704,0718,3,6,39,101,0,14136,14140,14129,14129,107,,318
20220704,0719,33,62,42,74,0,14129,14132,14127,14130,136,,319
20220704,0720,44,100,19,99,0,14131,14137,14127,14137,199,,320
20220704,0721,16,31,15,33,0,14137,14137,14132,14133,64,,321
20220704,0722,15,26,10,23,0,14133,14139,14133,14137,49,,322
20220704,0723,15,22,6,9,0,14135,14142,14135,14140,31,,323
20220704,0724,10,14,10,17,0,14139,14143,14138,14141,31,,324
20220704,0725,16,36,6,14,0,14142,14145,14142,14143,50,,325
20220704,0726,5,10,16,40,0,14142,14142,14137,14138,50,,326
20220704,0727,9,33,7,14,0,14137,14142,14135,14142,47,,327
20220704,0728,10,41,11,19,0,14143,14145,14139,14143,60,,328
20220704,0729,14,23,7,8,0,14143,14145,14140,14145,31,,329
20220704,0730,36,90,10,15,0,14146,14155,14146,14153,105,,330
20220704,0731,16,36,27,63,0,14153,14154,14148,14149,99,,331
20220704,0732,10,15,18,27,0,14147,14149,14141,14141,42,,332
20220704,0733,9,17,17,33,0,14140,14143,14138,14142,50,,333
20220704,0734,3,5,5,6,0,14142,14143,14140,14140,11,,334
20220704,0735,13,16,15,29,0,14141,14142,14133,14137,45,,335
20220704,0736,7,8,6,7,0,14137,14139,14137,14138,15,,336
20220704,0737,7,11,11,13,0,14140,14143,14135,14136,24,,337
20220704,0738,6,9,4,4,0,14137,14138,14136,14138,13,,338
20220704,0739,6,15,13,31,0,14139,14140,14132,14135,46,,339
20220704,0740,8,16,8,12,0,14134,14139,14134,14138,28,,340
20220704,0741,7,12,9,20,0,14137,14137,14133,14135,32,,341
20220704,0742,18,73,12,25,0,14137,14139,14135,14138,98,,342
20220704,0743,10,22,15,32,0,14139,14139,14133,14135,54,,343
20220704,0744,6,10,2,12,0,14135,14135,14134,14135,22,,344
20220704,0745,5,8,5,15,0,14135,14135,14133,14135,23,,345
20220704,0746,11,34,6,8,0,14134,14138,14134,14137,42,,346
20220704,0747,8,11,36,121,0,14137,14137,14128,14129,132,,347
20220704,0748,33,59,52,138,0,14128,14128,14120,14123,197,,348
20220704,0749,9,17,21,34,0,14124,14125,14120,14121,51,,349
20220704,0750,14,24,26,58,0,14121,14123,14117,14118,82,,350
20220704,0751,16,43,25,56,0,14119,14120,14117,14119,99,,351
20220704,0752,6,17,18,31,0,14119,14124,14119,14119,48,,352
20220704,0753,12,51,17,20,0,14118,14124,14118,14123,71,,353
20220704,0754,4,4,12,19,0,14123,14123,14122,14122,23,,354
20220704,0755,9,21,6,12,0,14121,14125,14119,14125,33,,355
20220704,0756,15,18,8,12,0,14126,14130,14125,14129,30,,356
20220704,0757,21,64,16,33,0,14128,14130,14124,14130,97,,357
20220704,0758,19,28,2,2,0,14130,14132,14129,14132,30,,358
20220704,0759,12,19,12,30,0,14132,14135,14131,14132,49,,359
20220704,0800,12,29,5,10,0,14132,14136,14132,14135,39,,360
20220704,0801,13,18,23,38,0,14135,14136,14130,14135,56,,361
20220704,0802,22,37,14,40,0,14136,14139,14136,14138,77,,362
20220704,0803,26,44,12,17,0,14138,14144,14138,14141,61,,363
20220704,0804,15,24,7,13,0,14141,14147,14141,14145,37,,364
20220704,0805,8,12,21,62,0,14145,14146,14143,14144,74,,365
20220704,0806,3,10,18,30,0,14142,14143,14135,14135,40,,366
20220704,0807,22,52,18,61,0,14134,14139,14134,14139,113,,367
20220704,0808,9,12,5,6,0,14139,14142,14138,14138,18,,368
20220704,0809,5,7,8,14,0,14137,14138,14135,14137,21,,369
20220704,0810,8,12,2,2,0,14136,14140,14135,14140,14,,370
20220704,0811,29,48,11,15,0,14142,14150,14140,14147,63,,371
20220704,0812,17,31,8,13,0,14147,14153,14147,14150,44,,372
20220704,0813,1,1,12,19,0,14148,14148,14146,14147,20,,373
20220704,0814,5,8,3,3,0,14146,14147,14145,14146,11,,374
20220704,0815,7,18,3,9,0,14148,14149,14147,14147,27,,375
20220704,0816,10,13,12,21,0,14148,14150,14146,14148,34,,376
20220704,0817,9,20,12,27,0,14148,14149,14144,14144,47,,377
20220704,0818,8,11,6,7,0,14145,14146,14144,14144,18,,378
20220704,0819,11,17,7,11,0,14144,14147,14144,14146,28,,379
20220704,0820,5,10,3,6,0,14145,14146,14145,14145,16,,380
20220704,0821,5,5,10,26,0,14146,14147,14140,14141,31,,381
20220704,0822,9,12,11,18,0,14141,14145,14140,14144,30,,382
20220704,0823,1,1,12,21,0,14144,14144,14140,14140,22,,383
20220704,0824,10,31,14,22,0,14139,14141,14137,14141,53,,384
20220704,0825,4,4,6,20,0,14142,14142,14138,14139,24,,385
20220704,0826,9,19,4,4,0,14140,14141,14139,14141,23,,386
20220704,0827,7,19,4,5,0,14142,14142,14140,14140,24,,387
20220704,0828,8,18,0,0,0,14142,14145,14142,14145,18,,388
20220704,0829,26,88,17,24,0,14146,14152,14146,14147,112,,389
20220704,0830,23,53,6,17,0,14146,14156,14146,14151,70,,390
20220704,0831,23,47,9,15,0,14152,14156,14149,14155,62,,391
20220704,0832,13,19,9,35,0,14156,14158,14153,14153,54,,392
20220704,0833,12,12,7,19,0,14154,14155,14148,14150,31,,393
20220704,0834,7,15,12,49,0,14148,14148,14145,14145,64,,394
20220704,0835,5,6,9,51,0,14146,14148,14145,14146,57,,395
20220704,0836,0,0,6,15,0,14144,14144,14143,14143,15,,396
20220704,0837,6,6,6,20,0,14143,14143,14141,14142,26,,397
20220704,0838,1,2,7,16,0,14142,14143,14141,14142,18,,398
20220704,0839,2,2,16,21,0,14142,14142,14138,14140,23,,399
20220704,0840,8,12,4,15,0,14138,14141,14138,14139,27,,400
20220704,0841,6,17,14,35,0,14137,14138,14134,14134,52,,401
20220704,0842,9,21,7,8,0,14134,14136,14134,14136,29,,402
20220704,0843,6,9,3,10,0,14134,14136,14134,14135,19,,403
20220704,0844,0,0,12,19,0,14135,14135,14133,14133,19,,404
20220704,0845,13,23,1,4,0,14133,14135,14133,14135,27,,405
20220704,0846,15,36,4,11,0,14136,14138,14133,14133,47,,406
20220704,0847,6,6,9,29,0,14132,14135,14131,14134,35,,407
20220704,0848,7,8,1,1,0,14135,14140,14135,14140,9,,408
20220704,0849,8,20,8,10,0,14139,14143,14139,14142,30,,409
20220704,0850,10,12,5,6,0,14143,14146,14142,14142,18,,410
20220704,0851,5,10,3,4,0,14142,14143,14141,14143,14,,411
20220704,0852,10,22,1,6,0,14143,14144,14142,14142,28,,412
20220704,0853,3,7,5,14,0,14142,14144,14141,14143,21,,413
20220704,0854,4,7,1,3,0,14141,14142,14141,14142,10,,414
20220704,0855,9,9,2,2,0,14144,14146,14144,14144,11,,415
20220704,0856,6,13,3,4,0,14144,14146,14144,14145,17,,416
20220704,0857,0,0,5,7,0,14145,14145,14145,14145,7,,417
20220704,0858,2,2,3,3,0,14144,14145,14144,14145,5,,418
20220704,0859,6,16,3,4,0,14143,14146,14142,14146,20,,419
20220704,0900,8,12,5,11,0,14147,14149,14146,14146,23,,420
20220704,0901,18,69,8,10,0,14145,14150,14143,14147,79,,421
20220704,0902,3,4,3,7,0,14148,14149,14147,14147,11,,422
20220704,0903,2,5,14,23,0,14146,14147,14142,14142,28,,423
20220704,0904,2,3,9,15,0,14141,14143,14140,14143,18,,424
20220704,0905,0,0,4,4,0,14142,14142,14141,14141,4,,425
20220704,0906,1,1,9,17,0,14142,14142,14138,14138,18,,426
20220704,0907,3,5,5,8,0,14140,14141,14139,14141,13,,427
20220704,0908,4,6,0,0,0,14142,14143,14142,14143,6,,428
20220704,0909,6,8,0,0,0,14143,14146,14143,14146,8,,429
20220704,0910,2,2,2,2,0,14146,14146,14145,14145,4,,430
20220704,0911,4,8,0,0,0,14148,14149,14148,14149,8,,431
20220704,0912,3,3,7,8,0,14149,14149,14146,14146,11,,432
20220704,0913,2,4,3,3,0,14146,14147,14146,14147,7,,433
20220704,0914,0,0,0,0,0,14147,14147,14147,14147,0,,434
20220704,0915,28,64,3,3,0,14147,14154,14147,14153,67,,435
20220704,0916,62,176,35,130,0,14153,14167,14153,14164,306,,436
20220704,0917,18,23,15,41,0,14165,14167,14163,14164,64,,437
20220704,0918,8,15,13,26,0,14164,14166,14162,14163,41,,438
20220704,0919,10,15,20,38,0,14163,14163,14155,14156,53,,439
20220704,0920,13,14,8,16,0,14158,14160,14154,14156,30,,440
20220704,0921,0,0,10,17,0,14155,14155,14153,14153,17,,441
20220704,0922,5,5,7,19,0,14153,14155,14153,14154,24,,442
20220704,0923,4,5,2,2,0,14154,14155,14154,14155,7,,443
20220704,0924,8,19,0,0,0,14155,14158,14155,14158,19,,444
20220704,0925,5,6,4,14,0,14156,14156,14155,14156,20,,445
20220704,0926,8,17,10,23,0,14160,14163,14158,14159,40,,446
20220704,0927,1,1,8,14,0,14158,14159,14156,14156,15,,447
20220704,0928,0,0,12,14,0,14156,14156,14156,14156,14,,448
20220704,0929,10,18,2,2,0,14156,14160,14156,14160,20,,449
20220704,0930,10,17,5,6,0,14161,14163,14160,14161,23,,450
20220704,0931,0,0,12,19,0,14161,14161,14156,14156,19,,451
20220704,0932,57,148,12,26,0,14155,14174,14155,14167,174,,452
20220704,0933,44,115,35,50,0,14168,14176,14163,14176,165,,453
20220704,0934,34,60,38,55,0,14176,14178,14170,14171,115,,454
20220704,0935,16,32,21,32,0,14173,14173,14169,14172,64,,455
20220704,0936,18,43,15,22,0,14171,14174,14169,14171,65,,456
20220704,0937,4,7,17,32,0,14173,14173,14168,14170,39,,457
20220704,0938,37,114,15,29,0,14170,14178,14170,14177,143,,458
20220704,0939,26,56,11,15,0,14177,14180,14173,14174,71,,459
20220704,0940,125,243,33,45,0,14176,14192,14173,14188,288,,460
20220704,0941,29,67,30,53,0,14187,14191,14186,14188,120,,461
20220704,0942,75,231,49,97,0,14188,14197,14188,14193,328,,462
20220704,0943,60,166,24,44,0,14194,14200,14193,14199,210,,463
20220704,0944,31,91,24,30,0,14199,14203,14197,14199,121,,464
20220704,0945,23,36,25,50,0,14199,14199,14193,14195,86,,465
20220704,0946,16,33,37,97,0,14195,14196,14189,14190,130,,466
20220704,0947,21,37,21,37,0,14190,14191,14186,14189,74,,467
20220704,0948,15,30,2,6,0,14189,14192,14187,14192,36,,468
20220704,0949,21,74,22,85,0,14191,14193,14186,14188,159,,469
20220704,0950,8,26,25,78,0,14187,14187,14185,14187,104,,470
20220704,0951,10,36,20,70,0,14186,14187,14184,14185,106,,471
