Date,Time,UpTick,UpVolume,DownTick,DownVolume,UnchVolume,Open,High,Low,Close,Volume,OI,QryIndex
20220704,0236,115,256,185,403,0,14139,14147,14130,14135,659,,111
20220704,0237,100,183,150,332,0,14135,14138,14126,14131,515,,112
20220704,0238,81,173,141,280,0,14131,14131,14120,14124,453,,113
20220704,0239,92,177,113,291,0,14122,14132,14116,14120,468,,114
20220704,0240,89,160,125,196,0,14119,14125,14113,14118,356,,115
20220704,0241,142,276,95,165,0,14119,14134,14116,14129,441,,116
20220704,0242,156,299,120,173,0,14129,14151,14124,14139,472,,117
20220704,0243,142,250,205,423,0,14139,14139,14111,14115,673,,118
20220704,0244,103,166,150,288,0,14115,14116,14107,14108,454,,119
20220704,0245,135,228,311,783,0,14107,14112,14080,14080,1011,,120
20220704,0246,517,844,650,1023,0,14080,14097,14071,14077,1867,,121
20220704,0247,182,275,241,464,0,14077,14082,14065,14066,739,,122
20220704,0248,237,434,137,199,0,14066,14100,14066,14094,633,,123
20220704,0249,138,233,145,264,0,14094,14104,14079,14085,497,,124
20220704,0250,110,189,83,135,0,14085,14107,14083,14102,324,,125
20220704,0251,209,373,158,238,0,14100,14122,14093,14120,611,,126
20220704,0252,114,202,150,253,0,14120,14128,14102,14111,455,,127
20220704,0253,147,287,118,174,0,14109,14136,14103,14132,461,,128
